1|water|پانی|A clear liquid that people drink|Please give me a glass of water.
1|food|کھانا|Things that people and animals eat|We buy fresh food from the market.
1|house|گھر|A building where a family lives|Their house has a small garden.
1|book|کتاب|Pages joined together for reading|I read one book every week.
1|school|سکول|A place where children learn|My school starts at eight in the morning.
1|teacher|استاد|A person who teaches students|Our teacher explains every lesson slowly.
1|student|طالب علم|A person who is learning|Every student needs a notebook.
1|friend|دوست|A person you like and trust|My friend helps me with homework.
1|family|خاندان|Parents and children together|My family eats dinner together.
1|mother|ماں|A female parent|My mother cooks very tasty food.
1|father|والد|A male parent|My father drives me to school.
1|brother|بھائی|A male child of your parents|My brother is older than me.
1|sister|بہن|A female child of your parents|My sister studies in the same school.
1|child|بچہ|A young boy or girl|The child is playing in the park.
1|baby|ننھا بچہ|A very young child|The baby is sleeping quietly.
1|man|آدمی|An adult male person|A tall man asked for directions.
1|woman|عورت|An adult female person|The woman opened the shop early.
1|boy|لڑکا|A young male person|The boy kicked the ball hard.
1|girl|لڑکی|A young female person|The girl won the running race.
1|person|شخص|A single human being|Only one person was waiting outside.
1|hand|ہاتھ|The part at the end of your arm|Wash your hands before eating.
1|head|سر|The top part of your body|He covered his head in the sun.
1|eye|آنکھ|The body part you see with|Close your eyes and rest.
1|ear|کان|The body part you hear with|Loud noise hurts my ears.
1|nose|ناک|The body part you smell with|The cold made my nose red.
1|mouth|منہ|The body part you speak and eat with|Do not talk with your mouth full.
1|foot|پاؤں|The body part at the end of your leg|My foot hurts after the long walk.
1|leg|ٹانگ|The long body part you walk with|He broke his leg last year.
1|arm|بازو|The body part between shoulder and hand|She carried the bag on her arm.
1|hair|بال|The threads that grow on your head|Her hair is long and black.
1|heart|دل|The organ that pumps blood|Exercise keeps the heart strong.
1|face|چہرہ|The front part of your head|Wash your face with cold water.
1|tooth|دانت|A hard white part in your mouth|Brush every tooth carefully.
1|finger|انگلی|One of the five parts of your hand|He pointed with one finger.
1|back|پیٹھ|The rear part of your body|My back hurts from sitting too long.
1|sun|سورج|The bright star that gives light|The sun rises in the east.
1|moon|چاند|The bright object in the night sky|The moon looks very big tonight.
1|star|ستارہ|A small bright light in the sky|We counted every star we could see.
1|sky|آسمان|The space above the earth|The sky turned dark before the rain.
1|rain|بارش|Water falling from clouds|The rain washed the dusty streets.
1|wind|ہوا|Moving air|A cold wind blew all evening.
